Archetype,Attribute,Level,Cost
BOSS,Dribbling,69,5
BOSS,Dribbling,70,6
BOSS,Dribbling,71,6
BOSS,Dribbling,72,6
BOSS,Dribbling,73,6
BOSS,Dribbling,74,6
BOSS,Dribbling,75,8
BOSS,Dribbling,76,8
BOSS,Dribbling,77,8
BOSS,Dribbling,78,8
BOSS,Dribbling,79,8
BOSS,Dribbling,80,10
BOSS,Dribbling,81,10
BOSS,Dribbling,82,10
BOSS,Dribbling,83,10
BOSS,Dribbling,84,10
BOSS,Dribbling,85,15
BOSS,Dribbling,86,15
BOSS,Dribbling,87,15
BOSS,Dribbling,88,15
BOSS,Dribbling,89,15
BOSS,Dribbling,90,20
BOSS,Dribbling,91,20
BOSS,Dribbling,92,20
BOSS,Dribbling,93,20
BOSS,Dribbling,94,20
BOSS,Dribbling,95,25
BOSS,Dribbling,96,30
BOSS,Dribbling,97,35
BOSS,Dribbling,98,40
BOSS,Dribbling,99,45
BOSS,Composure,40,1
BOSS,Composure,41,1
BOSS,Composure,42,1
BOSS,Composure,43,1
BOSS,Composure,44,1
BOSS,Composure,45,1
BOSS,Composure,46,1
BOSS,Composure,47,1
BOSS,Composure,48,1
BOSS,Composure,49,1
BOSS,Composure,50,1
BOSS,Composure,51,1
BOSS,Composure,52,1
BOSS,Composure,53,1
BOSS,Composure,54,1
BOSS,Composure,55,1
BOSS,Composure,56,1
BOSS,Composure,57,1
BOSS,Composure,58,1
BOSS,Composure,59,1
BOSS,Composure,60,2
BOSS,Composure,61,2
BOSS,Composure,62,2
BOSS,Composure,63,2
BOSS,Composure,64,3
BOSS,Composure,65,3
BOSS,Composure,66,3
BOSS,Composure,67,3
BOSS,Composure,68,3
BOSS,Composure,69,3
BOSS,Composure,70,4
BOSS,Composure,71,4
BOSS,Composure,72,4
BOSS,Composure,73,4
BOSS,Composure,74,4
BOSS,Composure,75,6
BOSS,Composure,76,6
BOSS,Composure,77,6
BOSS,Composure,78,6
BOSS,Composure,79,6
BOSS,Composure,80,7
BOSS,Composure,81,7
BOSS,Composure,82,7
BOSS,Composure,83,7
BOSS,Composure,84,7
BOSS,Composure,85,11
BOSS,Composure,86,11
BOSS,Composure,87,11
BOSS,Composure,88,11
BOSS,Composure,89,11
BOSS,Composure,90,15
BOSS,Composure,91,15
BOSS,Composure,92,15
BOSS,Composure,93,15
BOSS,Composure,94,15
BOSS,Composure,95,18
BOSS,Composure,96,22
BOSS,Composure,97,26
BOSS,Composure,98,30
BOSS,Composure,99,33
BOSS,Interceptions,40,2
BOSS,Interceptions,41,2
BOSS,Interceptions,42,2
BOSS,Interceptions,43,2
BOSS,Interceptions,44,2
BOSS,Interceptions,45,2
BOSS,Interceptions,46,2
BOSS,Interceptions,47,2
BOSS,Interceptions,48,2
BOSS,Interceptions,49,2
BOSS,Interceptions,50,2
BOSS,Interceptions,51,2
BOSS,Interceptions,52,2
BOSS,Interceptions,53,2
BOSS,Interceptions,54,2
BOSS,Interceptions,55,2
BOSS,Interceptions,56,2
BOSS,Interceptions,57,2
BOSS,Interceptions,58,2
BOSS,Interceptions,59,2
BOSS,Interceptions,60,3
BOSS,Interceptions,61,3
BOSS,Interceptions,62,3
BOSS,Interceptions,63,3
BOSS,Interceptions,64,4
BOSS,Interceptions,65,4
BOSS,Interceptions,66,4
BOSS,Interceptions,67,5
BOSS,Interceptions,68,5
BOSS,Interceptions,69,5
BOSS,Interceptions,70,6
BOSS,Interceptions,71,6
BOSS,Interceptions,72,6
BOSS,Interceptions,73,6
BOSS,Interceptions,74,6
BOSS,Interceptions,75,8
BOSS,Interceptions,76,8
BOSS,Interceptions,77,8
BOSS,Interceptions,78,8
BOSS,Interceptions,79,8
BOSS,Interceptions,80,10
BOSS,Interceptions,81,10
BOSS,Interceptions,82,10
BOSS,Interceptions,83,10
BOSS,Interceptions,84,10
BOSS,Interceptions,85,15
BOSS,Interceptions,86,15
BOSS,Interceptions,87,15
BOSS,Interceptions,88,15
BOSS,Interceptions,89,15
BOSS,Interceptions,90,20
BOSS,Interceptions,91,20
BOSS,Interceptions,92,20
BOSS,Interceptions,93,20
BOSS,Interceptions,94,20
BOSS,Interceptions,95,25
BOSS,Interceptions,96,30
BOSS,Interceptions,97,35
BOSS,Interceptions,98,40
BOSS,Interceptions,99,45
BOSS,Heading Accuracy,40,1
BOSS,Heading Accuracy,41,1
BOSS,Heading Accuracy,42,1
BOSS,Heading Accuracy,43,1
BOSS,Heading Accuracy,44,1
BOSS,Heading Accuracy,45,1
BOSS,Heading Accuracy,46,1
BOSS,Heading Accuracy,47,1
BOSS,Heading Accuracy,48,1
BOSS,Heading Accuracy,49,1
BOSS,Heading Accuracy,50,1
BOSS,Heading Accuracy,51,1
BOSS,Heading Accuracy,52,1
BOSS,Heading Accuracy,53,1
BOSS,Heading Accuracy,54,1
BOSS,Heading Accuracy,55,1
BOSS,Heading Accuracy,56,1
BOSS,Heading Accuracy,57,1
BOSS,Heading Accuracy,58,1
BOSS,Heading Accuracy,59,1
BOSS,Heading Accuracy,60,1
BOSS,Heading Accuracy,61,1
BOSS,Heading Accuracy,62,1
BOSS,Heading Accuracy,63,1
BOSS,Heading Accuracy,64,2
BOSS,Heading Accuracy,65,2
BOSS,Heading Accuracy,66,2
BOSS,Heading Accuracy,67,2
BOSS,Heading Accuracy,68,2
BOSS,Heading Accuracy,69,2
BOSS,Heading Accuracy,70,3
BOSS,Heading Accuracy,71,3
BOSS,Heading Accuracy,72,3
BOSS,Heading Accuracy,73,3
BOSS,Heading Accuracy,74,3
BOSS,Heading Accuracy,75,4
BOSS,Heading Accuracy,76,4
BOSS,Heading Accuracy,77,4
BOSS,Heading Accuracy,78,4
BOSS,Heading Accuracy,79,4
BOSS,Heading Accuracy,80,5
BOSS,Heading Accuracy,81,5
BOSS,Heading Accuracy,82,5
BOSS,Heading Accuracy,83,5
BOSS,Heading Accuracy,84,5
BOSS,Heading Accuracy,85,8
BOSS,Heading Accuracy,86,8
BOSS,Heading Accuracy,87,8
BOSS,Heading Accuracy,88,8
BOSS,Heading Accuracy,89,8
BOSS,Heading Accuracy,90,11
BOSS,Heading Accuracy,91,11
BOSS,Heading Accuracy,92,11
BOSS,Heading Accuracy,93,11
BOSS,Heading Accuracy,94,11
BOSS,Heading Accuracy,95,13
BOSS,Heading Accuracy,96,16
BOSS,Heading Accuracy,97,19
BOSS,Heading Accuracy,98,22
BOSS,Heading Accuracy,99,24
BOSS,DefAwareness,40,1
BOSS,DefAwareness,41,1
BOSS,DefAwareness,42,1
BOSS,DefAwareness,43,1
BOSS,DefAwareness,44,1
BOSS,DefAwareness,45,1
BOSS,DefAwareness,46,1
BOSS,DefAwareness,47,1
BOSS,DefAwareness,48,1
BOSS,DefAwareness,49,1
BOSS,DefAwareness,50,1
BOSS,DefAwareness,51,1
BOSS,DefAwareness,52,1
BOSS,DefAwareness,53,1
BOSS,DefAwareness,54,1
BOSS,DefAwareness,55,1
BOSS,DefAwareness,56,1
BOSS,DefAwareness,57,1
BOSS,DefAwareness,58,1
BOSS,DefAwareness,59,1
BOSS,DefAwareness,60,2
BOSS,DefAwareness,61,2
BOSS,DefAwareness,62,2
BOSS,DefAwareness,63,2
BOSS,DefAwareness,64,3
BOSS,DefAwareness,65,3
BOSS,DefAwareness,66,3
BOSS,DefAwareness,67,3
BOSS,DefAwareness,68,3
BOSS,DefAwareness,69,3
BOSS,DefAwareness,70,4
BOSS,DefAwareness,71,4
BOSS,DefAwareness,72,4
BOSS,DefAwareness,73,4
BOSS,DefAwareness,74,4
BOSS,DefAwareness,75,6
BOSS,DefAwareness,76,6
BOSS,DefAwareness,77,6
BOSS,DefAwareness,78,6
BOSS,DefAwareness,79,6
BOSS,DefAwareness,80,7
BOSS,DefAwareness,81,7
BOSS,DefAwareness,82,7
BOSS,DefAwareness,83,7
BOSS,DefAwareness,84,7
BOSS,DefAwareness,85,11
BOSS,DefAwareness,86,11
BOSS,DefAwareness,87,11
BOSS,DefAwareness,88,11
BOSS,DefAwareness,89,11
BOSS,DefAwareness,90,15
BOSS,DefAwareness,91,15
BOSS,DefAwareness,92,15
BOSS,DefAwareness,93,15
BOSS,DefAwareness,94,15
BOSS,DefAwareness,95,18
BOSS,DefAwareness,96,22
BOSS,DefAwareness,97,26
BOSS,DefAwareness,98,30
BOSS,DefAwareness,99,33
BOSS,StandingTackle,40,2
BOSS,StandingTackle,41,2
BOSS,StandingTackle,42,2
BOSS,StandingTackle,43,2
BOSS,StandingTackle,44,2
BOSS,StandingTackle,45,2
BOSS,StandingTackle,46,2
BOSS,StandingTackle,47,2
BOSS,StandingTackle,48,2
BOSS,StandingTackle,49,2
BOSS,StandingTackle,50,2
BOSS,StandingTackle,51,2
BOSS,StandingTackle,52,2
BOSS,StandingTackle,53,2
BOSS,StandingTackle,54,2
BOSS,StandingTackle,55,2
BOSS,StandingTackle,56,2
BOSS,StandingTackle,57,2
BOSS,StandingTackle,58,2
BOSS,StandingTackle,59,2
BOSS,StandingTackle,60,3
BOSS,StandingTackle,61,3
BOSS,StandingTackle,62,3
BOSS,StandingTackle,63,3
BOSS,StandingTackle,64,4
BOSS,StandingTackle,65,4
BOSS,StandingTackle,66,4
BOSS,StandingTackle,67,5
BOSS,StandingTackle,68,5
BOSS,StandingTackle,69,5
BOSS,StandingTackle,70,6
BOSS,StandingTackle,71,6
BOSS,StandingTackle,72,6
BOSS,StandingTackle,73,6
BOSS,StandingTackle,74,6
BOSS,StandingTackle,75,8
BOSS,StandingTackle,76,8
BOSS,StandingTackle,77,8
BOSS,StandingTackle,78,8
BOSS,StandingTackle,79,8
BOSS,StandingTackle,80,10
BOSS,StandingTackle,81,10
BOSS,StandingTackle,82,10
BOSS,StandingTackle,83,10
BOSS,StandingTackle,84,10
BOSS,StandingTackle,85,15
BOSS,StandingTackle,86,15
BOSS,StandingTackle,87,15
BOSS,StandingTackle,88,15
BOSS,StandingTackle,89,15
